Date;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|
mar. Ene. 28 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mié. ene. 29 2020;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;0;0;1;0;1;0;|;-101,14;-124,03;4;0;4;0;|;-100,39;-124,52;7;2;5;0;|;-82,83;-125,78;9;1;8;0;|;-102,82;-126,28;10;3;7;0;|;-102,82;-127,31;4;0;4;0;|;-96,44;-127,22;11;4;7;0;|;-105,06;-127,22;6;0;6;0;|;-108,57;-127,79;3;0;3;0;|;-98,36;-127,67;3;0;3;0;|;-101,26;-125,47;5;0;5;0;|;-91,83;-124,97;6;3;3;0;|;-96,1;-125,27;8;2;6;0;|;-101,96;-118,24;19;2;17;0;|;-98,52;-125,24;9;0;9;0;|;-98,23;-125,48;11;0;11;0;|;0;-117,66;116;17;99;0;|
jue. ene. 30 2020;-104,77;-125,49;11;0;11;0;|;-97,34;-125,46;11;1;10;0;|;-98,9;-125,32;7;0;7;0;|;-100,68;-125,15;8;2;6;0;|;-103,18;-124,87;5;0;5;0;|;-97,18;-124,65;12;0;12;0;|;-102,74;-124,57;4;1;3;0;|;-105,21;-123,45;4;0;4;0;|;-106,45;-123,31;2;2;0;0;|;-96,84;-123,16;7;2;5;0;|;-86,64;-123,58;7;0;7;0;|;-95,16;-124,21;10;2;8;0;|;-91,54;-125,25;11;5;6;0;|;-107,42;-126,36;5;0;5;0;|;-100,91;-126,79;4;1;3;0;|;-95,7;-124,44;4;1;3;0;|;-106,61;-126,86;4;0;4;0;|;-111,44;-127,3;1;0;1;0;|;-97,44;-125,72;6;1;5;0;|;-;-;0;0;0;0;|;-99,17;-125,72;1;0;1;0;|;-98,2;-121,22;4;0;4;0;|;-97,24;-121,41;4;0;4;0;|;-100,87;-121,12;5;0;5;0;|;-86,64;-124,58;137;18;119;0;|
vie. ene. 31 2020;-99,57;-121,4;4;0;4;0;|;-93,62;-122,14;7;1;5;1;|;-85,82;-122,42;4;1;3;0;|;-91,94;-122,41;5;1;4;0;|;-95,13;-122,84;3;0;3;0;|;-104,11;-122,78;2;0;2;0;|;-94,23;-122,52;5;0;5;0;|;-94,27;-122,87;5;0;5;0;|;-100,45;-122,78;6;1;5;0;|;-99,61;-122,78;5;1;4;0;|;-92,69;-123,72;9;2;7;0;|;-81,24;-125,05;11;5;6;0;|;-96,89;-127,34;14;5;9;0;|;-96,6;-128,31;10;2;8;0;|;-90,73;-126,47;7;3;4;0;|;-104,57;-128,61;4;2;2;0;|;-107,99;-128,61;2;0;2;0;|;-;-;0;0;0;0;|;-105,48;-128,04;1;0;1;0;|;-97,4;-127,4;7;3;4;0;|;-87,33;-126,4;9;2;7;0;|;-98,01;-126,07;5;0;5;0;|;-86,62;-127;7;1;6;0;|;-96,29;-123,14;11;1;10;0;|;-81,24;-124,83;143;31;111;1;|
sáb. feb. 1 2020;-100,03;-121,46;1;0;1;0;|;-100,03;-121,46;2;1;1;0;|;-100,26;-121,71;4;0;4;0;|;-102,19;-122,09;2;0;2;0;|;-97,13;-122,15;2;0;2;0;|;-101,08;-121,47;4;0;4;0;|;-102,55;-121,79;3;0;3;0;|;-;-;0;0;0;0;|;-95,32;-121,33;4;0;4;0;|;-76,81;-120,56;4;1;3;0;|;-91,94;-122,07;11;1;10;0;|;-95,45;-123,36;9;0;9;0;|;-104,69;-127,14;4;0;4;0;|;-91,51;-128,05;5;2;3;0;|;-94,54;-127,89;7;1;5;1;|;-103,14;-128,44;3;1;2;0;|;-107;-129,13;2;0;2;0;|;-103,53;-128,67;5;0;4;1;|;0;0;4;0;4;0;|;-102,85;-128,81;3;0;3;0;|;-102,85;-129,03;7;1;6;0;|;-102,66;-129,23;16;0;16;0;|;-97,45;-129,89;11;0;11;0;|;-101,66;-128,01;13;1;12;0;|;0;-119,73;126;9;115;2;|
dom. feb. 2 2020;-95,48;-127,11;18;2;16;0;|;-95,4;-128,9;15;1;14;0;|;-82,29;-124,56;8;1;7;0;|;-107,06;-123,76;3;1;2;0;|;-106,33;-123,94;4;0;4;0;|;-103,96;-123,68;3;1;2;0;|;-100,23;-122,4;5;0;5;0;|;-97,54;-119,29;6;2;4;0;|;-104,8;-122,14;2;0;2;0;|;-88,91;-114,3;11;7;4;0;|;-93,69;-119,15;55;32;17;6;|;-94,37;-123,47;4;2;2;0;|;-93,54;-124,56;6;2;4;0;|;-93,17;-125,32;5;1;4;0;|;-93,17;-126,26;6;2;4;0;|;-93,96;-127,66;4;0;4;0;|;-103,07;-128,78;1;0;1;0;|;-106,56;-128,23;14;0;14;0;|;-109,52;-128,72;5;0;5;0;|;-88,28;-124,28;5;1;4;0;|;-89,71;-128,06;10;2;8;0;|;-75,14;-124,94;7;2;5;0;|;-103,61;-126,97;8;0;8;0;|;-89;-126,97;20;1;19;0;|;-75,14;-124,73;225;60;159;6;|
lun. feb. 3 2020;-94,76;-126,87;15;1;14;0;|;-98,6;-127,2;9;0;9;0;|;-104,46;-127,52;12;0;12;0;|;-101,55;-127,14;10;1;9;0;|;-106,35;-127,14;5;0;5;0;|;-108,5;-127,58;3;0;3;0;|;-96,82;-126,78;10;0;10;0;|;-100,46;-125,96;9;0;9;0;|;-103,33;-125,96;4;0;4;0;|;-102,73;-125,19;5;0;5;0;|;-95,79;-125,98;9;3;6;0;|;-92,99;-128,5;14;2;12;0;|;-98,29;-129,93;15;4;11;0;|;-86,3;-128,34;7;1;6;0;|;-110,91;-130,12;6;2;4;0;|;-103,58;-129,01;6;0;6;0;|;-112,11;-129,18;2;0;2;0;|;-109,31;-128,21;2;0;2;0;|;-103,64;-129,53;2;1;1;0;|;-106,34;-128,99;2;0;2;0;|;-90,85;-129,51;6;1;5;0;|;-90,85;-129,34;8;0;8;0;|;-91,09;-127,8;19;0;19;0;|;-98,49;-127,88;20;1;19;0;|;-86,3;-127,9;200;17;183;0;|
mar. feb. 4 2020;-103,69;-128,41;17;4;13;0;|;-94,62;-129,18;9;1;8;0;|;-88,76;-126,97;17;0;17;0;|;-104,05;-128,59;14;1;12;1;|;-86,24;-124,96;3;1;2;0;|;-96,4;-123,74;2;0;2;0;|;-99,51;-121,33;6;1;5;0;|;-91,65;-120,93;2;0;2;0;|;-101,62;-120,57;3;0;3;0;|;-100,78;-120,4;6;0;6;0;|;-99,53;-120,67;6;0;6;0;|;-105,54;-121,26;1;0;1;0;|;-98,94;-124,04;8;0;8;0;|;-104,48;-126;2;0;2;0;|;-109,84;-127,39;4;0;4;0;|;-84,01;-126,63;1;1;0;0;|;-105,28;-129,29;2;1;1;0;|;-96,2;-128,76;5;1;4;0;|;-101,7;-129,13;3;0;3;0;|;-102,17;-129,5;4;0;4;0;|;-95,96;-129,56;4;0;4;0;|;-100,83;-129,18;12;0;12;0;|;-97,04;-129,24;7;0;7;0;|;-90,72;-128,57;16;1;15;0;|;-84,01;-126,01;154;12;141;1;|
mié. feb. 5 2020;-92,18;-127,89;24;1;23;0;|;-96,81;-128,56;11;2;9;0;|;-95,8;-128,86;11;3;8;0;|;-101,95;-128,62;11;1;10;0;|;-86,8;-127,96;13;3;10;0;|;-79,44;-125,39;6;1;5;0;|;-94,56;-127,2;4;1;3;0;|;-94,56;-127,2;5;0;5;0;|;-103,26;-127,4;8;2;6;0;|;-95,84;-126,6;11;3;8;0;|;-91,88;-126,42;7;1;6;0;|;-81,94;-125,45;3;1;2;0;|;-87,74;-127,67;10;2;8;0;|;-87,74;-127,02;13;0;13;0;|;-103,9;-129,28;3;0;3;0;|;-112,18;-129,72;3;0;3;0;|;-107,52;-129,95;4;1;3;0;|;-103,26;-128,88;2;0;2;0;|;-103,66;-129,54;1;0;1;0;|;-102,61;-129,05;5;0;5;0;|;-107,4;-128,93;6;0;6;0;|;-107,18;-123,44;7;1;6;0;|;-103,37;-122,59;18;0;18;0;|;-105,22;-127;7;1;6;0;|;-79,44;-127,53;193;24;169;0;|
jue. feb. 6 2020;-90,8;-126,67;12;1;11;0;|;-102,37;-127,75;14;0;14;0;|;-101,77;-127,35;11;0;11;0;|;-86,54;-126,29;14;1;13;0;|;-106,73;-127,78;6;0;6;0;|;-104,54;-127,82;6;0;6;0;|;-101,56;-127,8;6;0;6;0;|;-97,56;-126,65;4;0;4;0;|;-105,28;-125,72;7;0;7;0;|;-90,81;-125,77;12;1;10;1;|;-98,32;-125,73;9;1;8;0;|;-107,21;-125,42;4;0;4;0;|;-97,76;-123,35;12;4;8;0;|;-96,63;-125,76;5;1;4;0;|;-111,93;-126,96;1;0;1;0;|;-110,36;-127,4;5;0;5;0;|;-109,91;-128,95;1;0;1;0;|;-105,06;-129,06;3;0;3;0;|;-106,15;-128,34;6;1;5;0;|;-107,79;-127,89;5;0;5;0;|;-107,79;-128;3;0;3;0;|;-97,98;-127,11;6;0;6;0;|;-98,99;-127,39;9;1;8;0;|;-103,74;-127,3;6;0;6;0;|;-86,54;-127,01;167;11;155;1;|
vie. feb. 7 2020;-87,78;-127,11;6;0;6;0;|;-101,97;-127,42;12;3;9;0;|;-91,28;-127,02;11;1;10;0;|;-90,17;-127,19;6;0;6;0;|;-98,07;-127,01;5;1;4;0;|;-93,12;-127,18;12;0;12;0;|;-104,64;-127,01;9;0;9;0;|;-87,72;-126,82;12;2;10;0;|;-104,83;-126,36;8;1;7;0;|;-99,64;-126,5;13;2;11;0;|;-89,2;-125,26;20;5;15;0;|;-107,85;-126,31;7;0;7;0;|;-95,18;-126,83;10;3;7;0;|;-94,76;-128,01;8;1;7;0;|;-104,51;-129,34;3;0;3;0;|;-113,75;-130,13;2;0;2;0;|;-96,59;-129,83;5;0;5;0;|;-110,54;-130,51;3;0;3;0;|;-109,74;-129,77;5;0;5;0;|;-110,59;-129,92;2;0;2;0;|;-83,59;-128,3;7;1;6;0;|;-94,03;-128,74;12;0;12;0;|;-96,73;-128,71;13;0;13;0;|;-98,03;-128,42;13;0;13;0;|;-83,59;-127,9;204;20;184;0;|
sáb. feb. 8 2020;-89,43;-128,42;11;0;11;0;|;-98,95;-127,83;11;0;11;0;|;-88,38;-127,78;7;0;7;0;|;-99,72;-127,98;8;0;8;0;|;-109,55;-127,8;5;0;5;0;|;-105,9;-127;6;0;6;0;|;-78,12;-125,11;6;1;5;0;|;-104,92;-123,96;4;0;4;0;|;-100,01;-121,9;3;1;2;0;|;-100,01;-121,9;4;1;3;0;|;-103,44;-122,65;3;0;3;0;|;-82,7;-121,21;6;1;5;0;|;-99,56;-124,75;7;0;7;0;|;-100,87;-125,45;3;2;1;0;|;-105,71;-125,89;3;0;3;0;|;-;-;0;0;0;0;|;-107,94;-127,13;1;0;1;0;|;-103,87;-128,67;3;1;2;0;|;-106,1;-128,24;2;0;2;0;|;-111,59;-127,86;2;0;2;0;|;-102,83;-126,14;4;0;4;0;|;-97,37;-126,92;10;1;9;0;|;-100,7;-126,97;7;0;7;0;|;-90,29;-125,9;15;1;14;0;|;-78,12;-125,98;131;9;122;0;|
dom. feb. 9 2020;-99,47;-122,16;10;0;10;0;|;-99,47;-121,5;6;0;6;0;|;-87,08;-119,81;12;0;11;1;|;-97,46;-121,47;4;0;4;0;|;-96,01;-120,94;7;0;7;0;|;-96,01;-120,94;4;0;4;0;|;-102,86;-120,82;1;0;1;0;|;-104,51;-120,3;1;0;1;0;|;-100,56;-120,21;6;0;6;0;|;-97,25;-120,62;5;0;5;0;|;-101,1;-121,48;3;0;3;0;|;-103,14;-121,95;5;0;5;0;|;-97,93;-121,96;11;1;10;0;|;-88,41;-124,76;8;0;8;0;|;-106,46;-127,25;2;0;2;0;|;-106,46;-127,97;5;0;5;0;|;-;-;0;0;0;0;|;-101,85;-127,04;1;0;1;0;|;-85,88;-127,52;1;0;1;0;|;-;-;0;0;0;0;|;-85,88;-127,52;10;0;10;0;|;-95,28;-127,77;7;1;6;0;|;-102,29;-127,85;13;0;13;0;|;-95,72;-128,31;10;1;9;0;|;-85,88;-123,64;132;3;128;1;|
lun. feb. 10 2020;-100,76;-127,47;14;3;11;0;|;-104,92;-127,78;12;0;12;0;|;-102,3;-128,3;11;1;10;0;|;-98,85;-128,59;10;0;10;0;|;-96,15;-127,54;11;0;11;0;|;-101,14;-127,12;12;1;11;0;|;-78,22;-124,32;11;2;9;0;|;-101,14;-123,05;9;0;9;0;|;-92,74;-122,08;8;2;6;0;|;-106,79;-123,65;1;0;1;0;|;-102,06;-123,65;6;1;5;0;|;-96,9;-126,44;11;2;9;0;|;-89,91;-127,48;12;1;11;0;|;-91,35;-129,39;10;0;10;0;|;-107,94;-129,79;6;0;5;1;|;-97,86;-128,06;6;0;5;1;|;-100,7;-129,41;3;0;3;0;|;-104,31;-129,51;4;1;3;0;|;-102,42;-119,06;11;2;9;0;|;-102,42;-119,06;59;6;53;0;|;-99,45;-115,5;14;1;13;0;|;-92,67;-129,64;5;0;5;0;|;-96,12;-128,64;17;1;16;0;|;-82,4;-128,47;16;1;15;0;|;-78,22;-126;279;25;252;2;|
mar. feb. 11 2020;-96,36;-129,42;16;1;15;0;|;-83,27;-127,69;11;2;9;0;|;-83,27;-127,69;16;0;16;0;|;-104,94;-127,22;8;1;7;0;|;-104,78;-126,36;2;0;2;0;|;-93,57;-120,49;3;1;2;0;|;-;-;0;0;0;0;|;-92;-120,24;3;1;2;0;|;-98,3;-120,22;3;1;2;0;|;-97,08;-120,46;4;0;4;0;|;-103;-120,58;2;0;2;0;|;-82,9;-120,01;8;3;4;1;|;-85,42;-121,33;6;2;4;0;|;-106,82;-122,03;1;0;1;0;|;-97,33;-127,27;2;0;2;0;|;-101,74;-127,93;6;1;5;0;|;-109,92;-129,29;4;0;4;0;|;-107,58;-128,88;5;0;5;0;|;-110,24;-128,7;5;0;5;0;|;-104,97;-127,78;5;0;5;0;|;-107,83;-125,63;12;0;12;0;|;-90,66;-126,84;9;2;7;0;|;-90,66;-126,84;8;1;7;0;|;-100,85;-128,11;10;0;10;0;|;-82,9;-125,26;149;16;132;1;|
mié. feb. 12 2020;-91,44;-128,04;13;0;13;0;|;-101,26;-129,05;14;3;11;0;|;-100,44;-129,26;13;0;13;0;|;-84,45;-127,68;17;1;16;0;|;-91,16;-128,23;10;0;10;0;|;-102,65;-128,54;13;1;12;0;|;-110,17;-128,72;9;0;9;0;|;-103,37;-128,54;10;1;9;0;|;-86,86;-127,44;16;1;15;0;|;-103,19;-118,5;20;5;15;0;|;-87,32;-117,68;35;3;32;0;|;-99,02;-117,12;21;2;19;0;|;-100,46;-117,82;19;2;16;1;|;-99,53;-128,33;6;1;5;0;|;-99,82;-124,64;17;2;15;0;|;-101,54;-127,25;3;0;3;0;|;-108,19;-128,91;2;0;2;0;|;-104,78;-128,95;1;0;1;0;|;-102,09;-126,82;6;0;6;0;|;-108,89;-128,68;3;0;3;0;|;-107,39;-128,28;3;0;3;0;|;-101,7;-127,85;13;0;13;0;|;-97,72;-127,3;15;1;14;0;|;-92,21;-127,96;17;1;16;0;|;-84,45;-126,31;296;24;271;1;|
jue. feb. 13 2020;-99,7;-128,82;15;0;15;0;|;-106,55;-128,72;17;0;17;0;|;-102,9;-128,58;11;3;8;0;|;-97,2;-128,5;9;0;9;0;|;-108,94;-128,64;9;0;9;0;|;-91,24;-127,13;9;1;8;0;|;-97,14;-128,36;9;0;9;0;|;-80,83;-126,15;14;3;11;0;|;-93,57;-127,95;14;1;13;0;|;-95,38;-127,57;19;2;17;0;|;-96,48;-127,28;12;0;12;0;|;-85,57;-129,31;13;3;10;0;|;-85,57;-129,49;11;0;11;0;|;-93,9;-129,61;16;0;16;0;|;-98,18;-129,65;8;0;8;0;|;-112,69;-129,72;2;0;2;0;|;-99,12;-129,4;2;0;2;0;|;-100,89;-129,08;4;0;4;0;|;-100,02;-129,08;3;0;3;0;|;-95,66;-129,35;3;0;3;0;|;-93,06;-128,71;5;1;4;0;|;-93,06;-128,63;6;0;6;0;|;-89,71;-127,94;9;1;8;0;|;-92,71;-127,48;8;1;7;0;|;-80,83;-128,55;228;16;212;0;|
vie. feb. 14 2020;-91,04;-127,23;13;3;10;0;|;-97,2;-128,36;12;1;11;0;|;-102,29;-127,38;7;0;7;0;|;-108,11;-126,92;5;1;4;0;|;-98,8;-126,92;7;0;7;0;|;-80,95;-119,5;3;1;2;0;|;-87,01;-119,63;2;1;1;0;|;-88,95;-119,98;3;0;3;0;|;-97,07;-120,43;1;0;1;0;|;-;-;0;0;0;0;|;-97,07;-120,43;3;1;2;0;|;-98,75;-123,22;10;2;8;0;|;-96,85;-124,16;10;1;9;0;|;-92,48;-127,04;5;2;3;0;|;-88,37;-127,72;6;1;5;0;|;-105,1;-130,59;5;1;4;0;|;-98,45;-130,65;5;0;5;0;|;-104,88;-130,6;1;0;1;0;|;-105,11;-130,42;3;0;3;0;|;-97,11;-128,33;8;0;8;0;|;-99,39;-128,55;7;0;7;0;|;-106,28;-128,31;7;1;6;0;|;-83,61;-126,42;12;2;10;0;|;-96,19;-126,92;12;1;11;0;|;-80,95;-126,07;147;19;128;0;|
sáb. feb. 15 2020;-99,22;-128,4;12;1;11;0;|;-111,59;-128,22;4;0;4;0;|;-96,81;-127,34;9;0;9;0;|;-100,42;-127,1;9;0;9;0;|;-103,82;-126,92;4;1;3;0;|;-96,79;-127,25;6;0;6;0;|;-100,2;-126,54;6;0;6;0;|;-93,04;-126,31;10;1;9;0;|;-95,08;-125,71;6;1;4;1;|;-97,77;-126,5;10;0;10;0;|;-105,33;-126,91;10;0;10;0;|;-102,07;-128,21;14;2;12;0;|;-105,13;-128,82;6;1;5;0;|;-104,92;-128,82;6;0;6;0;|;-104,92;-128,51;2;0;2;0;|;-105,79;-130,85;8;1;7;0;|;-107;-130,89;2;0;2;0;|;-107;-131,03;1;0;1;0;|;-94,13;-129,09;3;1;2;0;|;-94,13;-129,09;2;0;2;0;|;-92,08;-130,12;10;2;8;0;|;-104,73;-130,55;9;0;9;0;|;-102,75;-130,3;5;0;5;0;|;-99,89;-129,63;13;1;12;0;|;-92,08;-128,46;167;12;154;1;|
dom. feb. 16 2020;-97,21;-127,64;15;0;15;0;|;-99,3;-128,78;23;0;23;0;|;-91,14;-128,4;16;0;16;0;|;-104,04;-128,64;10;0;10;0;|;-83,17;-126,93;13;1;12;0;|;-103,61;-128,2;8;0;8;0;|;-103,93;-127,91;8;0;8;0;|;-98,48;-127,19;12;0;12;0;|;-94,3;-127,35;14;1;13;0;|;-101,48;-127,45;13;1;12;0;|;-94,71;-127,72;9;0;9;0;|;-98,89;-128,01;12;2;10;0;|;-109,03;-130,52;14;0;14;0;|;-101,49;-130,07;13;2;11;0;|;-73,69;-122,82;7;1;6;0;|;-;-;0;0;0;0;|;-98,62;-129,96;1;0;1;0;|;-102,43;-128,69;2;0;2;0;|;-106,63;-129,78;4;0;4;0;|;-111,21;-129,89;2;0;2;0;|;-83,3;-129,1;11;2;9;0;|;-101,94;-128,97;10;0;10;0;|;-97,16;-128,61;10;0;10;0;|;-99,95;-128,02;13;1;12;0;|;-73,69;-128,29;240;11;229;0;|
lun. feb. 17 2020;-106,58;-128,75;4;0;4;0;|;-106,04;-130,06;15;0;15;0;|;-87,53;-128,35;16;2;14;0;|;-100,71;-128,96;12;0;12;0;|;-106,39;-128,47;7;0;7;0;|;-80,87;-125,22;7;1;6;0;|;-101,42;-128,1;17;2;15;0;|;-98,77;-127,95;14;0;14;0;|;-80,86;-125,72;12;3;9;0;|;-99,31;-127,44;13;2;11;0;|;-95,66;-126,92;18;2;16;0;|;-94,05;-128,5;15;2;13;0;|;-94,23;-129,34;12;2;10;0;|;-108,91;-130,72;9;0;9;0;|;-98,73;-129,41;7;1;6;0;|;-110,71;-130,71;7;0;7;0;|;-91,07;-129,85;3;1;2;0;|;-102,26;-129,74;2;0;2;0;|;-102,26;-129,6;5;0;5;0;|;-103,1;-129,69;7;0;7;0;|;-96,29;-126,43;4;1;3;0;|;-100,52;-129,04;7;0;7;0;|;-103,79;-128,32;13;1;12;0;|;-92,42;-126,77;10;1;9;0;|;-80,86;-128,5;236;21;215;0;|
mar. feb. 18 2020;-104,39;-127,93;11;0;11;0;|;-86,35;-127,92;15;1;14;0;|;-95,42;-127,62;11;1;10;0;|;-85,48;-126,35;14;1;12;1;|;-82,28;-126,42;11;1;10;0;|;-104,54;-127,72;5;0;5;0;|;-92,42;-126,33;13;2;11;0;|;-87,62;-126,64;9;1;8;0;|;-87,62;-126,72;6;1;5;0;|;-96,61;-127,56;9;0;9;0;|;-104,3;-127,62;6;0;6;0;|;-109,43;-127,2;5;0;5;0;|;-97,45;-127,53;10;1;9;0;|;-100,39;-128,79;11;1;10;0;|;-99,81;-129,65;9;0;9;0;|;-105,96;-130,85;5;2;3;0;|;-107,83;-131,4;7;2;5;0;|;-108,39;-131,46;4;0;4;0;|;-106,98;-130,47;6;0;6;0;|;-101,74;-128,91;3;1;2;0;|;-96,73;-127,77;7;0;7;0;|;-106,81;-128,93;7;0;7;0;|;-96,87;-126,97;6;0;6;0;|;-99,82;-127,74;11;0;11;0;|;-82,28;-128,19;201;15;185;1;|
mié. feb. 19 2020;-95,93;-126,2;12;0;12;0;|;-97,71;-126,72;10;1;9;0;|;-95,32;-126,79;14;2;12;0;|;-99,99;-127,85;9;0;9;0;|;-89,73;-126,83;8;0;8;0;|;-91,45;-126,49;10;2;8;0;|;-79,27;-124,16;13;1;11;1;|;-93,36;-126,39;10;2;8;0;|;-99,16;-127,23;14;0;14;0;|;-77,57;-120,71;10;1;9;0;|;-93,76;-127,53;18;0;18;0;|;-94,26;-127,64;5;1;4;0;|;-94,26;-127,64;14;1;13;0;|;-100,44;-130,3;18;2;16;0;|;-93,33;-129,05;13;4;9;0;|;-101,57;-131,25;8;3;5;0;|;-101,39;-131,63;5;1;4;0;|;-101,32;-130,98;6;2;4;0;|;-102,22;-129,68;4;1;3;0;|;-96,88;-128,76;6;1;5;0;|;-102,04;-121,22;15;2;13;0;|;-93,48;-118,51;36;4;32;0;|;-108,12;-123,52;8;0;8;0;|;-100,51;-127,64;9;0;9;0;|;-77,57;-126,86;275;31;243;1;|
mar. feb. 25 2020;-104,38;-130,48;11;0;11;0;|;-99,68;-130,64;16;0;16;0;|;-99,25;-131,2;14;1;13;0;|;-88,99;-129,38;14;4;10;0;|;-90,77;-129,12;10;1;7;2;|;-107,42;-130,48;6;0;6;0;|;-100,7;-129,72;10;2;8;0;|;-104,72;-130,01;10;1;9;0;|;-95,51;-129,26;14;1;13;0;|;-99,61;-129,12;7;1;6;0;|;-105,56;-130,61;11;1;10;0;|;-99,92;-131,14;14;2;12;0;|;-94,55;-131,16;14;3;11;0;|;-102,68;-130,26;10;2;8;0;|;-82,27;-128,71;5;2;3;0;|;-113,84;-131,35;4;0;4;0;|;-100,93;-131,73;2;1;1;0;|;-100,93;-131,73;2;0;2;0;|;-107,75;-131,32;3;1;2;0;|;-109,47;-131,07;1;0;1;0;|;-92,05;-130,95;3;1;2;0;|;-113,18;-130,33;5;1;4;0;|;-99,05;-130,57;8;0;8;0;|;-95,21;-130,24;7;1;6;0;|;-82,27;-130,44;201;26;173;2;|
mié. feb. 26 2020;-102,18;-129,59;14;0;14;0;|;-102,36;-129,26;11;1;10;0;|;-106,34;-130,04;5;0;5;0;|;-94,17;-128,76;9;0;9;0;|;-105,82;-129,83;7;1;6;0;|;-103,53;-129,51;5;0;5;0;|;-107,88;-129,42;3;0;3;0;|;-101,9;-129,42;10;2;8;0;|;-107,2;-129,07;11;0;11;0;|;-97,72;-129,18;6;2;4;0;|;-103,15;-129,51;10;1;9;0;|;-100,67;-130,29;16;0;16;0;|;-100,91;-130,67;7;1;6;0;|;-110,63;-130,78;8;0;8;0;|;-112,38;-130,68;4;1;3;0;|;-112,52;-130,68;1;0;1;0;|;-114,49;-132,27;4;1;3;0;|;-109,18;-132,05;1;0;1;0;|;-116,65;-132,22;1;0;1;0;|;-100,69;-130,97;8;0;8;0;|;-110,67;-130,39;3;0;3;0;|;-100,67;-129,97;4;0;4;0;|;-102,05;-129,51;8;0;8;0;|;-95,31;-128,53;9;0;9;0;|;-94,17;-130,11;165;10;155;0;|
jue. feb. 27 2020;-96,02;-128,68;9;0;9;0;|;-104,92;-129,85;8;0;8;0;|;-90,97;-129,08;9;1;8;0;|;-101,49;-129,83;7;0;7;0;|;-100,45;-129,51;9;3;6;0;|;-96;-129,07;12;1;10;1;|;-98,04;-128,95;8;1;7;0;|;-87,57;-127,24;11;3;8;0;|;-100,54;-129,22;10;0;10;0;|;-106,85;-128,13;4;1;3;0;|;-99,51;-129,93;19;0;19;0;|;-94,82;-130,07;9;1;8;0;|;-100,72;-130,03;19;4;15;0;|;-95,55;-129,65;7;1;5;1;|;-113,12;-131,76;3;0;3;0;|;-87,03;-131,66;3;0;3;0;|;-101,1;-131,48;4;1;3;0;|;-109,69;-131,62;4;0;4;0;|;-116,51;-131,95;2;1;1;0;|;-102,33;-132,21;3;0;3;0;|;-93,98;-131,19;7;1;6;0;|;-104,64;-131,19;7;0;7;0;|;-102,67;-130,47;12;1;11;0;|;-91,59;-130,88;15;1;14;0;|;-87,03;-130,15;201;21;178;2;|
