Date;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|
mar. oct. 20 2020;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-94,24;-123,69;8;2;6;0;|;-99,27;-124,42;4;1;3;0;|;-102,41;-123,07;3;0;3;0;|;-101,58;-122,84;2;0;2;0;|;-98,97;-122,27;3;0;3;0;|;-91,32;-122,74;2;1;1;0;|;-106,76;-123,03;1;0;1;0;|;-82,8;-122,29;6;3;3;0;|;-98,99;-122,83;4;0;4;0;|;-97,16;-122,74;4;0;4;0;|;-97,25;-124,49;7;2;5;0;|;-92,17;-122,86;8;1;7;0;|;-97,96;-125,88;16;0;16;0;|;-82,8;-123,32;68;10;58;0;|
mié. oct. 21 2020;-90,22;-123,72;11;1;10;0;|;-87,07;-123,1;13;2;11;0;|;-92,41;-123,93;6;0;6;0;|;-88,58;-124,81;5;1;4;0;|;-96,4;-124,53;15;1;13;1;|;-97,51;-124,69;10;3;7;0;|;-90,16;-125,51;21;3;18;0;|;-89,85;-125,05;17;5;12;0;|;-100;-121,91;5;0;5;0;|;-95,96;-119,11;13;0;13;0;|;-89,81;-119,96;5;1;4;0;|;-105,5;-121,39;1;0;1;0;|;-93,02;-121,52;6;1;4;1;|;-102,96;-123,81;4;1;3;0;|;-96,91;-125,07;6;0;6;0;|;-101,36;-125,69;4;0;4;0;|;-100,86;-125,72;8;0;7;1;|;-89,49;-124,28;7;1;3;3;|;-93,55;-124,39;3;1;2;0;|;-101,53;-124,06;4;0;4;0;|;-85,98;-124,08;11;0;11;0;|;-94,85;-124,24;10;1;9;0;|;-91,67;-124,21;17;1;16;0;|;-87,3;-125,35;14;2;12;0;|;-85,98;-123,76;216;25;185;6;|
jue. oct. 22 2020;-98,06;-121,14;8;0;8;0;|;-84,61;-122,25;15;4;11;0;|;-87,38;-122,86;10;1;9;0;|;-91,77;-122,82;8;1;7;0;|;-90,37;-121,65;13;0;13;0;|;-88,57;-122,55;14;2;12;0;|;-96,41;-122,67;7;1;6;0;|;-94,63;-122,34;8;2;6;0;|;-93,43;-122,25;11;1;10;0;|;-92,63;-122,38;13;1;10;2;|;-96,27;-122,45;5;1;4;0;|;-92,24;-121,23;10;1;9;0;|;-101,32;-122,14;7;1;6;0;|;-90,93;-124,82;12;0;12;0;|;-100,02;-124,39;4;0;4;0;|;-98,37;-124,07;6;1;5;0;|;-101,48;-123,92;7;0;7;0;|;-93,14;-124,42;5;0;5;0;|;-102,02;-121,22;3;0;3;0;|;-90,41;-121,26;12;2;10;0;|;-82,08;-121,65;6;1;5;0;|;-89,85;-121,3;9;1;8;0;|;-84,71;-121,9;9;1;8;0;|;-91,78;-122,36;10;0;10;0;|;-82,08;-122,5;212;22;188;2;|
vie. oct. 23 2020;-94,6;-123,34;9;0;9;0;|;-84,07;-122,87;19;1;18;0;|;-82,36;-122,16;11;1;10;0;|;-85,71;-121,24;14;3;11;0;|;-83,17;-121,44;20;9;11;0;|;-92,69;-121,56;11;5;6;0;|;-83,99;-121;10;0;9;1;|;-87,08;-120,41;12;3;9;0;|;-98,4;-120,57;7;1;6;0;|;-92,73;-120,27;9;0;9;0;|;-98,54;-121,12;14;4;10;0;|;-88,66;-123,96;4;0;4;0;|;-92,61;-124,2;9;2;7;0;|;-99,17;-124,83;8;1;7;0;|;-96,02;-124,56;7;0;7;0;|;-93,96;-125,73;10;1;9;0;|;-102,53;-125,82;3;2;1;0;|;-99,49;-126,01;3;0;3;0;|;-99,51;-123,92;4;1;3;0;|;-88,35;-124,58;3;0;3;0;|;-96,51;-124,18;12;0;12;0;|;-79,97;-124,27;2;1;1;0;|;-88,72;-123,98;10;1;9;0;|;-86,2;-123,75;19;4;15;0;|;-79,97;-123,16;230;40;189;1;|
sáb. oct. 24 2020;-93,51;-124,28;16;1;15;0;|;-94,04;-125,47;20;2;18;0;|;-91,57;-124,14;15;0;15;0;|;-89,14;-125,27;15;1;12;2;|;-96,16;-125,02;20;3;14;3;|;-85,19;-124,96;15;2;13;0;|;-80,5;-124,19;11;0;11;0;|;-92,9;-122,66;17;9;8;0;|;-94,46;-123,56;15;4;11;0;|;-88,73;-124,94;17;1;16;0;|;-99,78;-125,21;10;0;10;0;|;-96,33;-125,01;9;0;9;0;|;-97,76;-124,35;7;0;7;0;|;-102,96;-124,28;5;0;5;0;|;-96,77;-124,05;5;1;4;0;|;-96,07;-124,47;3;0;3;0;|;-106,13;-126,11;2;0;2;0;|;-93,05;-125,84;3;1;2;0;|;-99,11;-125,76;8;0;8;0;|;-99,54;-124,85;6;0;6;0;|;-95,69;-124,37;9;2;7;0;|;-84,13;-124,47;16;4;12;0;|;-82,18;-124,78;17;1;16;0;|;-82,47;-125,19;28;1;27;0;|;-80,5;-124,72;289;33;251;5;|
dom. oct. 25 2020;-95,73;-125,36;25;3;22;0;|;-89,69;-125,44;13;2;11;0;|;-79,37;-124,82;14;1;13;0;|;-88,33;-124,59;12;1;11;0;|;-94,68;-125,25;11;4;7;0;|;-90,28;-125,17;10;2;8;0;|;-93,54;-125,3;12;1;11;0;|;-96,96;-125,36;18;3;15;0;|;-96,86;-124,56;12;2;10;0;|;-95,97;-124,73;16;4;11;1;|;-103,05;-125,96;15;3;12;0;|;-87,24;-125,86;13;3;10;0;|;-100,96;-126,37;9;0;9;0;|;-93,23;-124,99;4;1;3;0;|;-97,54;-121,18;6;0;6;0;|;-93,23;-120,47;3;1;2;0;|;-96,69;-120,46;5;1;4;0;|;-101,11;-120,87;3;0;3;0;|;-96,94;-121,02;4;0;4;0;|;-98,11;-121,47;6;0;6;0;|;-95,69;-121,63;10;0;10;0;|;-99,27;-122,25;13;0;13;0;|;-91,15;-122,42;14;2;12;0;|;-93,82;-123,38;16;1;15;0;|;-79,37;-123,7;264;35;228;1;|
lun. oct. 26 2020;-90,05;-122,06;5;0;5;0;|;-83,61;-121,05;5;0;5;0;|;-91,78;-120,55;5;1;4;0;|;-96,77;-121,12;10;1;9;0;|;-88,12;-122,53;16;3;13;0;|;-93,1;-123,37;19;0;19;0;|;-93,08;-123,84;13;2;11;0;|;-86,72;-124,32;19;4;15;0;|;-98,53;-123,66;12;0;12;0;|;-76,91;-123,36;13;2;11;0;|;-85,79;-124,55;11;3;8;0;|;-91,01;-124,5;11;0;10;1;|;-99,57;-125,32;9;1;8;0;|;-99,61;-125,46;8;2;6;0;|;-93,87;-124,54;3;1;2;0;|;-96,35;-124,73;8;1;7;0;|;-103,02;-124,44;4;0;4;0;|;-98,11;-124,28;5;0;5;0;|;-104,61;-124,36;2;0;2;0;|;-88,84;-123,46;7;1;6;0;|;-98,07;-123,93;16;0;16;0;|;-88,03;-124,12;8;0;8;0;|;-91,61;-123,88;11;0;11;0;|;-83,41;-123,89;18;3;14;1;|;-76,91;-123,64;238;25;211;2;|
mar. oct. 27 2020;-88,67;-125,21;10;2;8;0;|;-100,61;-125,37;10;0;10;0;|;-93,55;-126,16;13;0;13;0;|;-84,02;-125,89;15;3;12;0;|;-99,87;-126,29;13;1;12;0;|;-93,94;-125,96;11;1;10;0;|;-99,29;-126,74;14;1;13;0;|;-97,09;-126,52;16;1;15;0;|;-97,82;-126,66;3;0;3;0;|;-;-;0;0;0;0;|;-110,84;-127,85;2;1;1;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-102,36;-128,12;4;0;4;0;|;-96,26;-128,14;4;0;4;0;|;-100,93;-128,32;3;2;1;0;|;-94,71;-128,11;9;1;8;0;|;-92,5;-127,4;12;1;11;0;|;-103,99;-126,97;10;0;10;0;|;-94,1;-126,95;9;1;8;0;|;-101,22;-127,13;21;0;21;0;|;-84,02;-126,88;179;15;164;0;|
mié. oct. 28 2020;-99,5;-127,75;13;1;12;0;|;-101,38;-127,57;11;0;11;0;|;-93,07;-127,84;15;2;13;0;|;-94,15;-127,76;17;3;14;0;|;-99,04;-127,34;11;2;9;0;|;-99,35;-127,24;8;2;6;0;|;-94,15;-127,44;12;1;11;0;|;-101,18;-127,75;11;0;11;0;|;-109,81;-127,68;3;0;3;0;|;-;-;0;0;0;0;|;-103,16;-127,36;4;1;3;0;|;-112,18;-128,07;1;0;1;0;|;-111,61;-127,91;1;0;1;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-103,11;-128,08;3;2;0;1;|;-95,98;-126,39;6;1;5;0;|;-96,75;-126,94;7;0;7;0;|;-98,14;-126,9;8;0;8;0;|;-95,42;-127,09;12;1;11;0;|;-96,08;-127,26;11;0;11;0;|;-95,41;-127,04;13;0;13;0;|;-92,6;-127,12;11;3;8;0;|;-92,6;-127,43;178;19;158;1;|
jue. oct. 29 2020;-96,04;-127,85;14;0;14;0;|;-105,94;-127,81;10;0;10;0;|;-104,39;-127,89;11;2;9;0;|;-96,49;-127,76;10;0;10;0;|;-97,66;-127,32;12;2;10;0;|;-93,18;-127,88;11;4;7;0;|;-103,03;-127,92;10;2;7;1;|;-103,67;-127,74;6;0;6;0;|;-93,16;-127,16;11;4;7;0;|;-;-;0;0;0;0;|;-97,73;-128,26;10;2;8;0;|;-88,78;-127,65;7;1;6;0;|;-102,41;-127,77;7;1;5;1;|;-98,24;-128,41;2;1;1;0;|;-98,61;-128,65;5;1;4;0;|;-102,5;-128,06;7;1;6;0;|;-108,01;-128,29;6;0;6;0;|;-102,62;-128,54;4;1;3;0;|;-106,38;-128,49;4;0;4;0;|;-97,24;-127,75;12;1;11;0;|;-87,62;-127,3;15;2;13;0;|;-104,24;-127,62;10;1;9;0;|;-85,38;-127,38;11;1;10;0;|;-86,22;-127,68;21;1;20;0;|;-85,38;-127,88;216;28;186;2;|
vie. oct. 30 2020;-91,69;-127,84;14;2;12;0;|;-93,1;-127,89;15;1;14;0;|;-74,72;-126,62;9;2;7;0;|;-88,96;-126,72;7;3;4;0;|;-94,44;-127,63;13;3;10;0;|;-104,49;-127,44;10;2;8;0;|;-79,54;-126,8;6;1;5;0;|;-83,37;-126,55;9;3;6;0;|;-88,69;-126,85;9;1;8;0;|;-107,72;-127,29;7;0;7;0;|;-88,18;-127,47;17;2;14;1;|;-106,01;-128,59;8;1;7;0;|;-100,61;-128,55;8;0;8;0;|;-98,94;-128,74;7;1;6;0;|;-98,43;-128,52;6;1;5;0;|;-106,35;-128,61;5;0;5;0;|;-109,16;-128,46;4;0;4;0;|;-105,65;-128,9;7;0;7;0;|;-100,29;-128,53;6;2;4;0;|;-95,79;-127,78;5;0;5;0;|;-106,73;-127,82;9;0;9;0;|;-98,77;-128,03;12;1;11;0;|;-94,4;-127,46;17;1;16;0;|;-97,09;-127,75;14;1;13;0;|;-74,72;-127,79;224;28;195;1;|
sáb. oct. 31 2020;-96,56;-128,71;9;2;7;0;|;-98,27;-128,64;12;0;12;0;|;-89,76;-128,41;11;1;10;0;|;-87,86;-128,49;8;1;7;0;|;-100,26;-128,37;9;1;8;0;|;-89,03;-128,12;11;3;7;1;|;-99,16;-128,06;9;1;8;0;|;-93,38;-128,26;12;3;9;0;|;-84,45;-127,91;8;2;6;0;|;-85,79;-128,02;16;5;11;0;|;-95,57;-128,87;9;1;8;0;|;-96,55;-128,78;8;2;6;0;|;-99,2;-128,83;5;1;4;0;|;-102,87;-128,91;6;1;5;0;|;-96,53;-128,96;5;1;4;0;|;-108,83;-129,22;5;0;5;0;|;-100,95;-129,26;11;3;7;1;|;-95,62;-128,52;8;1;7;0;|;-90,81;-127,98;5;1;4;0;|;-91,96;-128,04;7;3;4;0;|;-101,16;-127,95;9;0;9;0;|;-100,88;-127,71;11;0;11;0;|;-103,29;-128,07;15;3;12;0;|;-92,41;-127,81;12;1;11;0;|;-84,45;-128,41;221;37;182;2;|
dom. nov. 1 2020;-102,51;-128,05;10;1;9;0;|;-102,39;-129,07;12;0;12;0;|;-103,01;-128,74;12;0;12;0;|;-101,66;-128,56;4;0;4;0;|;-105,32;-128,39;15;0;15;0;|;-94,26;-128,26;13;3;10;0;|;-97,26;-127,68;10;1;9;0;|;-99,17;-128,01;17;3;14;0;|;-101,98;-127,58;8;2;5;1;|;-93,32;-127,42;15;4;11;0;|;-101,52;-128,69;12;2;9;1;|;-95,23;-128,95;11;5;6;0;|;-95,43;-129,18;8;1;7;0;|;-101,99;-128,86;7;0;7;0;|;-99,79;-128,76;2;1;1;0;|;-92,13;-129,02;5;0;4;1;|;-106,47;-129,15;4;0;4;0;|;-104,97;-128,92;12;1;11;0;|;-104,34;-128,55;7;1;6;0;|;-100,16;-128,23;6;0;6;0;|;-95,22;-127,98;12;2;10;0;|;-90,49;-128,02;12;1;11;0;|;-100,81;-128,31;9;0;9;0;|;-90,09;-128,12;17;3;13;1;|;-90,09;-128,44;240;31;205;4;|
lun. nov. 2 2020;-90,94;-128,05;18;1;17;0;|;-90,67;-128,71;11;0;11;0;|;-96,1;-128,62;7;1;6;0;|;-104,23;-128,58;12;1;11;0;|;-98;-128,65;8;0;8;0;|;-100,84;-128,01;14;2;12;0;|;-86,51;-127,27;13;1;12;0;|;-105,83;-128,44;7;0;7;0;|;-100,43;-127,63;18;4;14;0;|;-89,42;-127,89;13;2;11;0;|;-84;-127,57;16;6;10;0;|;-98,48;-128,99;7;0;7;0;|;-104,41;-128,52;9;1;8;0;|;-99,23;-128,6;11;2;9;0;|;-100,91;-128,64;4;0;4;0;|;-100,84;-129,29;9;0;9;0;|;-99,33;-128,97;8;0;8;0;|;-108,07;-128,53;3;0;3;0;|;-101,93;-127,8;5;0;5;0;|;-90,71;-128,01;10;0;10;0;|;-106,92;-127,63;4;0;4;0;|;-101,71;-127,35;6;0;6;0;|;-94,37;-127,67;17;0;17;0;|;-89,55;-127,79;13;0;13;0;|;-84;-128,22;243;21;222;0;|
mar. nov. 3 2020;-100,77;-128,96;10;1;9;0;|;-100,3;-128,79;9;1;8;0;|;-110,95;-128,99;8;0;8;0;|;-92,57;-128,08;12;2;10;0;|;-81,72;-129;13;3;10;0;|;-97,87;-128,75;17;1;16;0;|;-89,8;-128,64;10;2;8;0;|;-91,23;-128,88;8;1;7;0;|;-110,76;-128,86;5;0;5;0;|;-107,19;-128,1;4;1;3;0;|;-96,21;-128,49;10;0;10;0;|;-102,56;-128,48;5;1;4;0;|;-94,79;-124,98;5;0;5;0;|;-91,23;-122,61;10;2;8;0;|;-96,61;-122,25;7;2;5;0;|;-104,29;-121,54;3;0;3;0;|;-101,22;-121,14;4;0;4;0;|;-101,19;-120,71;2;0;2;0;|;-97,53;-120,67;6;0;6;0;|;-85,16;-122,86;10;1;9;0;|;-92,64;-121,19;7;0;7;0;|;-94,59;-120,88;6;1;5;0;|;-96,47;-122,21;9;1;8;0;|;-91,79;-123,73;13;2;11;0;|;-81,72;-125,37;193;22;171;0;|
mié. nov. 4 2020;-80,55;-123,92;8;2;6;0;|;-102,35;-125,29;6;0;6;0;|;-95,32;-125,22;13;2;11;0;|;-88,8;-125,21;17;2;15;0;|;-103,95;-124,94;11;1;10;0;|;-96,25;-125,05;18;4;14;0;|;-92,57;-124,92;11;4;7;0;|;-90,94;-124,92;10;2;8;0;|;-87,93;-124,66;15;3;12;0;|;-94,81;-124,41;21;9;12;0;|;-93,97;-124,27;11;3;8;0;|;-92,78;-124,73;9;2;7;0;|;-97,31;-124,61;10;2;8;0;|;-102,52;-121,58;3;0;3;0;|;-96,55;-122,44;5;2;3;0;|;-86,68;-121,28;8;2;6;0;|;-92,35;-121,2;3;1;2;0;|;-98,88;-121,18;3;1;2;0;|;-98,52;-120,62;5;1;4;0;|;-100,78;-119,63;2;0;2;0;|;-97,24;-119,63;4;0;4;0;|;-92,43;-120,81;7;0;7;0;|;-89,3;-122,86;12;1;11;0;|;-99,63;-121,88;14;2;12;0;|;-80,55;-123,14;226;46;180;0;|
jue. nov. 5 2020;-86,47;-120,83;13;2;11;0;|;-98,42;-120,55;6;0;6;0;|;-99,17;-121,22;6;0;6;0;|;-101,83;-123,83;3;1;2;0;|;-89,15;-124,11;19;4;14;1;|;-83,17;-124,18;16;4;12;0;|;-94,97;-120,25;7;1;6;0;|;-78,68;-123,01;10;6;3;1;|;-94,77;-120,6;6;0;6;0;|;-95,08;-120,36;3;0;3;0;|;-79,94;-120,89;4;1;3;0;|;-85,72;-121,91;3;1;2;0;|;-91,91;-121,32;6;1;5;0;|;-103,73;-124,06;6;1;5;0;|;-94,31;-124,06;5;1;4;0;|;-99,58;-124,69;3;0;3;0;|;-95,43;-123,63;3;0;3;0;|;-88,19;-123,86;8;1;7;0;|;-100,59;-122,17;5;0;5;0;|;-89,33;-120,88;5;0;5;0;|;-100,02;-121,29;3;0;3;0;|;-94,92;-121,89;10;1;9;0;|;-89,07;-121,92;14;1;13;0;|;-92,79;-123;11;0;11;0;|;-78,68;-122,27;175;26;147;2;|
vie. nov. 6 2020;-91,31;-123,38;10;0;10;0;|;-98,68;-123,75;4;0;4;0;|;-89,12;-124,38;6;1;5;0;|;-99,4;-124,22;5;0;5;0;|;-97,98;-124,19;13;0;13;0;|;-95,82;-123,34;14;2;11;1;|;-89,06;-123,58;20;9;10;1;|;-95,64;-124,12;8;0;8;0;|;-87,34;-123,77;11;2;9;0;|;-86,92;-124,13;14;3;11;0;|;-90,21;-124,45;12;1;11;0;|;-94,89;-124,8;7;2;5;0;|;-100,75;-125,56;8;0;8;0;|;-88,46;-124,37;7;2;5;0;|;-101,36;-124,51;6;0;6;0;|;-97,28;-124,28;2;1;1;0;|;-93,44;-123,51;9;0;8;1;|;-96,22;-124,27;5;0;5;0;|;-99,43;-123,99;10;1;9;0;|;-92,24;-124,14;11;0;11;0;|;-90,31;-124,15;8;1;7;0;|;-93,04;-124,82;15;1;14;0;|;-92,48;-120,52;11;0;11;0;|;-93,79;-121,55;11;2;9;0;|;-86,92;-123,91;227;28;196;3;|
sáb. nov. 7 2020;-96,7;-122,94;8;1;7;0;|;-90,59;-123,53;5;1;4;0;|;-96,66;-122,6;8;0;8;0;|;-100,44;-122,52;1;0;1;0;|;-91,78;-121,12;10;3;7;0;|;-91,26;-120,57;8;1;7;0;|;-98,74;-121,33;2;0;2;0;|;-93,3;-120,87;4;0;4;0;|;-94,32;-120,46;6;1;5;0;|;-95,82;-120,71;9;0;9;0;|;-98,01;-121,39;6;0;6;0;|;-93,54;-121,19;8;3;5;0;|;-95,1;-123,11;7;0;7;0;|;-97,04;-124,03;8;3;5;0;|;-88,2;-123,99;5;3;2;0;|;-104,8;-125,15;3;0;3;0;|;-98,45;-125,38;7;1;6;0;|;-93,04;-125,29;8;1;7;0;|;-85,71;-124,63;16;2;14;0;|;-96,54;-125,25;8;0;8;0;|;-95,71;-123,94;13;2;11;0;|;-99,55;-123,83;13;1;12;0;|;-87,12;-123,38;11;2;9;0;|;-91,94;-123,68;22;3;19;0;|;-85,71;-122,95;196;28;168;0;|
dom. nov. 8 2020;-86,4;-124,82;13;3;10;0;|;-91,7;-124,67;9;0;9;0;|;-102,23;-124,57;9;0;9;0;|;-98,52;-124,55;9;0;9;0;|;-90,62;-124,74;10;3;7;0;|;-100,18;-124,56;9;0;9;0;|;-93,98;-124,53;3;0;3;0;|;-81,4;-124,19;13;1;12;0;|;-94,69;-124,5;9;2;7;0;|;-83,68;-124,54;18;2;16;0;|;-94,55;-125,64;9;0;9;0;|;-89,73;-125,67;10;2;8;0;|;-103,79;-125,86;8;0;8;0;|;-96,69;-124,9;8;1;7;0;|;-99,35;-125,07;7;1;6;0;|;-92,08;-125,25;5;1;4;0;|;-94,89;-125,94;9;1;8;0;|;-101,03;-125,4;7;0;7;0;|;-98;-125,28;5;0;5;0;|;-99,74;-125,05;9;1;8;0;|;-93,91;-124,53;9;0;9;0;|;-81,86;-124,4;8;1;7;0;|;-100,89;-124,48;9;1;8;0;|;-78,5;-124,59;15;2;13;0;|;-78,5;-124,9;220;22;198;0;|
lun. nov. 9 2020;-84,81;-125,19;12;4;8;0;|;-84,36;-124,73;10;0;10;0;|;-85,67;-124,84;11;1;10;0;|;-98,9;-120,51;9;2;7;0;|;-98,02;-121,34;5;2;3;0;|;-95,72;-122;11;1;10;0;|;-100,25;-122,02;4;0;4;0;|;-89,46;-121,95;5;1;4;0;|;-103,61;-121,72;6;0;6;0;|;-82,34;-121,41;2;1;1;0;|;-98,03;-121,19;3;0;3;0;|;-96,52;-120,67;5;0;5;0;|;-93,41;-121,52;3;1;2;0;|;-103,7;-123,25;3;0;3;0;|;-103,56;-124,39;8;1;7;0;|;-103,52;-124,47;5;0;5;0;|;-103,94;-124,48;5;0;5;0;|;-97,17;-124,28;6;0;6;0;|;-95,44;-124,31;8;2;6;0;|;-97,41;-124,34;8;1;7;0;|;-93,52;-124,2;10;0;10;0;|;-92,31;-123,89;14;0;14;0;|;-92,95;-123,96;18;3;15;0;|;-95,14;-123,73;16;1;15;0;|;-82,34;-123,1;187;21;166;0;|
mar. nov. 10 2020;-95,35;-124,79;14;1;13;0;|;-97,18;-124,69;9;3;6;0;|;-98,07;-124,62;5;0;5;0;|;-102,55;-124,41;5;1;4;0;|;-97,06;-123,55;14;0;14;0;|;-81,97;-123,92;11;2;9;0;|;-90,73;-123,78;7;0;7;0;|;-98,27;-123,44;10;0;10;0;|;-96,51;-123,84;2;0;2;0;|;-99,32;-123,89;17;2;15;0;|;-86,02;-124,37;11;3;8;0;|;-94,29;-125,5;9;1;8;0;|;-84,41;-125,16;8;1;7;0;|;-102,54;-125,75;10;0;10;0;|;-104,84;-125,83;6;0;6;0;|;-105,32;-125,83;5;1;4;0;|;-107,08;-125,03;6;0;6;0;|;-104,12;-124,7;3;0;3;0;|;-104,91;-124,66;4;0;4;0;|;-99,3;-124,27;8;0;8;0;|;-88,32;-123,95;8;0;8;0;|;-97,84;-124,4;13;3;10;0;|;-84,16;-123,57;25;3;22;0;|;-96,75;-124,23;14;1;13;0;|;-81,97;-124,51;224;22;202;0;|
mié. nov. 11 2020;-95,34;-125;12;0;12;0;|;-95,2;-124,85;7;1;6;0;|;-99,67;-124,79;11;0;11;0;|;-93,25;-124,24;9;3;6;0;|;-99,88;-124,47;10;0;10;0;|;-94,51;-124,34;10;1;9;0;|;-89,44;-124,09;10;1;9;0;|;-96,31;-123,21;10;0;10;0;|;-74,4;-123,04;20;5;15;0;|;-93,27;-124,08;12;1;11;0;|;-90,53;-125,09;14;2;12;0;|;-102,18;-125,76;9;0;9;0;|;-95,05;-126,13;12;1;11;0;|;-102,4;-125,45;9;0;9;0;|;-99,68;-126,38;5;1;4;0;|;-98,48;-126,83;3;0;3;0;|;-94,85;-126,44;3;1;1;1;|;-91,33;-126,37;8;0;8;0;|;-100,65;-126,11;10;1;9;0;|;-95,95;-124,6;12;0;11;1;|;-83,5;-124,31;4;0;4;0;|;-91,09;-123,65;10;1;9;0;|;-95,62;-124,28;12;1;11;0;|;-79,09;-124,36;20;2;18;0;|;-74,4;-124,91;242;22;218;2;|
jue. nov. 12 2020;-95,78;-125,36;10;0;10;0;|;-89,69;-125,29;8;1;7;0;|;-100,71;-125,29;10;0;10;0;|;-94,32;-124,67;13;0;13;0;|;-98,75;-125,15;14;3;11;0;|;-95;-124,33;11;0;11;0;|;-93,06;-124,66;13;2;11;0;|;-92,01;-124,41;18;2;16;0;|;-90,64;-123,77;8;1;7;0;|;-93,22;-124,89;14;1;13;0;|;-84,98;-125,13;11;1;10;0;|;-96,81;-124,82;18;0;18;0;|;-97,5;-125,97;5;0;5;0;|;-94,83;-121,46;11;2;9;0;|;-91,67;-126,01;4;2;2;0;|;-90,83;-125,8;12;1;11;0;|;-103,85;-126,19;6;2;4;0;|;-98,62;-125,78;5;1;4;0;|;-95,56;-124,61;9;1;8;0;|;-72,8;-113,59;19;3;8;8;|;-94,81;-123,9;6;1;5;0;|;-86,93;-123,49;16;2;14;0;|;-92,68;-123,55;19;3;16;0;|;-85,4;-123,73;16;4;12;0;|;-72,8;-124,24;276;33;235;8;|
vie. nov. 13 2020;-94,7;-123,83;7;1;6;0;|;-93,86;-123,62;14;0;14;0;|;-93,31;-124,38;13;2;11;0;|;-86,67;-125,3;13;1;12;0;|;-93,18;-124,85;15;8;7;0;|;-98,31;-125,3;15;2;13;0;|;-98,24;-124,66;11;3;8;0;|;-103,36;-125,2;3;0;3;0;|;-87,98;-123,78;13;3;10;0;|;-96,57;-124,8;13;3;10;0;|;-92,64;-124,71;8;1;6;1;|;-98,53;-126,04;6;0;6;0;|;-85,09;-126,72;14;3;11;0;|;-96,12;-124,44;8;2;6;0;|;-87,66;-124,78;7;1;6;0;|;-102,66;-125,21;3;1;2;0;|;-103,4;-126,38;4;0;1;3;|;-95,35;-124,84;7;1;6;0;|;-98,73;-124,95;3;0;3;0;|;-101,8;-124,84;10;0;10;0;|;-92,88;-125,13;15;5;10;0;|;-94,82;-125,19;16;1;15;0;|;-95,29;-124,58;12;1;11;0;|;-90,46;-125,42;12;3;9;0;|;-85,09;-124,96;242;42;196;4;|
